locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNMCCAHI_01885	CDS	780	frcA	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
HNMCCAHI_01886	CDS	1368				hypothetical protein
HNMCCAHI_01887	CDS	357				hypothetical protein
HNMCCAHI_01888	CDS	414				hypothetical protein
HNMCCAHI_01889	CDS	750				hypothetical protein
HNMCCAHI_01890	CDS	1107				hypothetical protein
HNMCCAHI_01891	CDS	294				hypothetical protein
HNMCCAHI_01892	CDS	480	smpB		COG0691	SsrA-binding protein
HNMCCAHI_01893	tmRNA	385	ssrA			transfer-messenger RNA, SsrA
HNMCCAHI_01894	CDS	903				hypothetical protein
HNMCCAHI_01895	CDS	963	hdfR_1			HTH-type transcriptional regulator HdfR
HNMCCAHI_01896	CDS	1515				hypothetical protein
HNMCCAHI_01897	CDS	366				hypothetical protein
HNMCCAHI_01898	CDS	459				hypothetical protein
HNMCCAHI_01899	CDS	240				hypothetical protein
HNMCCAHI_01900	CDS	678				hypothetical protein
HNMCCAHI_01901	CDS	1668	mviN		COG0728	putative peptidoglycan biosynthesis protein MviN
HNMCCAHI_01902	CDS	783				hypothetical protein
HNMCCAHI_01903	CDS	639				hypothetical protein
HNMCCAHI_01904	CDS	822	tipA_1			HTH-type transcriptional activator TipA
HNMCCAHI_01905	CDS	543				hypothetical protein
HNMCCAHI_01906	CDS	324				hypothetical protein
HNMCCAHI_01907	CDS	594				hypothetical protein
HNMCCAHI_01908	CDS	945				hypothetical protein
HNMCCAHI_01909	CDS	426				hypothetical protein
HNMCCAHI_01910	CDS	201				hypothetical protein
HNMCCAHI_01911	CDS	267				hypothetical protein
HNMCCAHI_01912	CDS	2286	cyc2			Germacradienol/geosmin synthase
HNMCCAHI_01913	CDS	1092				hypothetical protein
HNMCCAHI_01914	CDS	312				hypothetical protein
HNMCCAHI_01915	CDS	810				hypothetical protein
HNMCCAHI_01916	CDS	1221	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
HNMCCAHI_01917	CDS	1494	nagZ_2	3.2.1.52		Beta-hexosaminidase
HNMCCAHI_01918	CDS	900	dasC_4		COG0395	Diacetylchitobiose uptake system permease protein DasC
HNMCCAHI_01919	CDS	1038				hypothetical protein
HNMCCAHI_01920	CDS	885				hypothetical protein
HNMCCAHI_01921	CDS	636	liaR_2		COG2197	Transcriptional regulatory protein LiaR
HNMCCAHI_01922	CDS	378	crcB_1			Putative fluoride ion transporter CrcB
HNMCCAHI_01923	CDS	342	crcB_2			Putative fluoride ion transporter CrcB
HNMCCAHI_01924	CDS	633				hypothetical protein
HNMCCAHI_01925	CDS	921				hypothetical protein
HNMCCAHI_01926	CDS	681				hypothetical protein
HNMCCAHI_01927	CDS	396				hypothetical protein
HNMCCAHI_01928	CDS	933				hypothetical protein
HNMCCAHI_01929	CDS	846				hypothetical protein
HNMCCAHI_01930	CDS	1515	cocE	3.1.1.84		Cocaine esterase
HNMCCAHI_01931	CDS	780				hypothetical protein
HNMCCAHI_01932	CDS	402				hypothetical protein
HNMCCAHI_01933	CDS	351				hypothetical protein
HNMCCAHI_01934	CDS	540				hypothetical protein
HNMCCAHI_01935	CDS	339				hypothetical protein
HNMCCAHI_01936	CDS	204	scoF_1		COG1278	Cold shock protein ScoF
HNMCCAHI_01937	CDS	903				hypothetical protein
HNMCCAHI_01938	CDS	1167				hypothetical protein
HNMCCAHI_01939	CDS	186				hypothetical protein
HNMCCAHI_01940	CDS	1500	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
HNMCCAHI_01941	CDS	267				hypothetical protein
HNMCCAHI_01942	CDS	387				hypothetical protein
HNMCCAHI_01943	CDS	348				hypothetical protein
HNMCCAHI_01944	CDS	1101				hypothetical protein
HNMCCAHI_01945	CDS	1074				hypothetical protein
HNMCCAHI_01946	CDS	519				hypothetical protein
HNMCCAHI_01947	CDS	1656				hypothetical protein
HNMCCAHI_01948	CDS	351				hypothetical protein
HNMCCAHI_01949	CDS	318	pgsA2_2	2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
HNMCCAHI_01950	CDS	900		2.3.1.265	COG1560	Phosphatidylinositol mannoside acyltransferase
HNMCCAHI_01951	CDS	1161	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
HNMCCAHI_01952	CDS	537				hypothetical protein
HNMCCAHI_01953	CDS	1383	sdaA	4.3.1.17	COG1760	L-serine dehydratase
HNMCCAHI_01954	CDS	411	merR1			Mercuric resistance operon regulatory protein
HNMCCAHI_01955	CDS	1764				hypothetical protein
HNMCCAHI_01956	CDS	966				hypothetical protein
HNMCCAHI_01957	CDS	240				hypothetical protein
HNMCCAHI_01958	CDS	420				hypothetical protein
HNMCCAHI_01959	CDS	909				hypothetical protein
HNMCCAHI_01960	CDS	1248				hypothetical protein
HNMCCAHI_01961	CDS	993	birA	6.3.4.15		Bifunctional ligase/repressor BirA
HNMCCAHI_01962	CDS	1608	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
HNMCCAHI_01963	CDS	207				hypothetical protein
HNMCCAHI_01964	CDS	138				hypothetical protein
HNMCCAHI_01965	CDS	600		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
HNMCCAHI_01966	CDS	504				hypothetical protein
HNMCCAHI_01967	CDS	1773	carB_2			Carbamoyl-phosphate synthase large chain
HNMCCAHI_01968	CDS	1083				hypothetical protein
HNMCCAHI_01969	CDS	576				hypothetical protein
HNMCCAHI_01970	CDS	966	ulaR			HTH-type transcriptional regulator UlaR
HNMCCAHI_01971	CDS	1548	lpdA	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
HNMCCAHI_01972	CDS	438				hypothetical protein
HNMCCAHI_01973	CDS	825	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase
HNMCCAHI_01974	CDS	351				hypothetical protein
HNMCCAHI_01975	CDS	1266				hypothetical protein
HNMCCAHI_01976	CDS	1296				hypothetical protein
HNMCCAHI_01977	CDS	1209				hypothetical protein
HNMCCAHI_01978	CDS	498				hypothetical protein
HNMCCAHI_01979	CDS	1218				hypothetical protein
HNMCCAHI_01980	CDS	1533	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HNMCCAHI_01981	CDS	510				hypothetical protein
HNMCCAHI_01982	CDS	924	fgd_3	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
HNMCCAHI_01983	CDS	480				hypothetical protein
HNMCCAHI_01984	CDS	372				hypothetical protein
HNMCCAHI_01985	CDS	1242				hypothetical protein
HNMCCAHI_01986	CDS	339				hypothetical protein
HNMCCAHI_01987	CDS	270				hypothetical protein
HNMCCAHI_01988	CDS	303				hypothetical protein
HNMCCAHI_01989	CDS	1266	frc	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
HNMCCAHI_01990	CDS	1083				hypothetical protein
HNMCCAHI_01991	CDS	714				hypothetical protein
HNMCCAHI_01992	CDS	312				hypothetical protein
HNMCCAHI_01993	CDS	576				hypothetical protein
HNMCCAHI_01994	CDS	777				hypothetical protein
HNMCCAHI_01995	CDS	867	nanR			HTH-type transcriptional repressor NanR
HNMCCAHI_01996	CDS	783	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
HNMCCAHI_01997	CDS	1467	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
HNMCCAHI_01998	CDS	1134				hypothetical protein
HNMCCAHI_01999	CDS	723	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
HNMCCAHI_02000	CDS	912				hypothetical protein
HNMCCAHI_02001	CDS	501	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
HNMCCAHI_02002	tRNA	77				tRNA-Met(cat)
HNMCCAHI_02003	CDS	534				hypothetical protein
HNMCCAHI_02004	CDS	969	nuoH_1	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
HNMCCAHI_02005	CDS	186				hypothetical protein
HNMCCAHI_02006	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
HNMCCAHI_02007	CDS	1110	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
HNMCCAHI_02008	CDS	1143	dnaJ2		COG0484	Chaperone protein DnaJ 2
HNMCCAHI_02009	CDS	1017	hrcA		COG1420	Heat-inducible transcription repressor HrcA
HNMCCAHI_02010	CDS	741				hypothetical protein
HNMCCAHI_02011	CDS	828				hypothetical protein
HNMCCAHI_02012	CDS	585				hypothetical protein
HNMCCAHI_02013	CDS	1233	hemW		COG0635	Heme chaperone HemW
HNMCCAHI_02014	CDS	1362	glmM_2	5.4.2.10	COG1109	Phosphoglucosamine mutase
HNMCCAHI_02015	CDS	504	rpsI		COG0103	30S ribosomal protein S9
HNMCCAHI_02016	CDS	444	rplM		COG0102	50S ribosomal protein L13
HNMCCAHI_02017	CDS	879				hypothetical protein
HNMCCAHI_02018	CDS	888	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
HNMCCAHI_02019	CDS	501				hypothetical protein
HNMCCAHI_02020	CDS	1023	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
HNMCCAHI_02021	CDS	1383	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
HNMCCAHI_02022	CDS	762				hypothetical protein
HNMCCAHI_02023	CDS	798	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNMCCAHI_02024	CDS	906	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
HNMCCAHI_02025	CDS	408	zur		COG0735	Zinc uptake regulation protein
HNMCCAHI_02026	CDS	1716	fprB	1.18.1.2	COG0493	putative ferredoxin/ferredoxin--NADP reductase
HNMCCAHI_02027	CDS	648				hypothetical protein
HNMCCAHI_02028	CDS	792				hypothetical protein
HNMCCAHI_02029	CDS	546				hypothetical protein
HNMCCAHI_02030	CDS	1134	speE_1	2.5.1.16		Polyamine aminopropyltransferase
HNMCCAHI_02031	CDS	1056				hypothetical protein
HNMCCAHI_02032	CDS	783				hypothetical protein
HNMCCAHI_02033	CDS	549	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
HNMCCAHI_02034	CDS	1032	fba	4.1.2.13		Fructose-bisphosphate aldolase
HNMCCAHI_02035	CDS	429	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
HNMCCAHI_02036	CDS	1020	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
HNMCCAHI_02037	CDS	423				hypothetical protein
HNMCCAHI_02038	CDS	1116	ald	1.4.1.1	COG0686	Alanine dehydrogenase
HNMCCAHI_02039	CDS	1017			COG1192	putative protein
HNMCCAHI_02040	CDS	567				hypothetical protein
HNMCCAHI_02041	CDS	1008	scpA			Segregation and condensation protein A
HNMCCAHI_02042	CDS	660	scpB			Segregation and condensation protein B
HNMCCAHI_02043	CDS	1056				hypothetical protein
HNMCCAHI_02044	CDS	705				hypothetical protein
HNMCCAHI_02045	CDS	1011	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
HNMCCAHI_02046	CDS	783				hypothetical protein
HNMCCAHI_02047	CDS	753				hypothetical protein
HNMCCAHI_02048	CDS	1086				hypothetical protein
HNMCCAHI_02049	CDS	702	cmk	2.7.4.25	COG0283	Cytidylate kinase
HNMCCAHI_02050	CDS	654	plsC_1	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
HNMCCAHI_02051	CDS	1464	der		COG1160	GTPase Der
HNMCCAHI_02052	CDS	414				hypothetical protein
HNMCCAHI_02053	CDS	669	udk	2.7.1.48		Uridine kinase
HNMCCAHI_02054	CDS	516				hypothetical protein
HNMCCAHI_02055	CDS	246				hypothetical protein
HNMCCAHI_02056	CDS	756				hypothetical protein
HNMCCAHI_02057	CDS	204				hypothetical protein
HNMCCAHI_02058	CDS	216				hypothetical protein
HNMCCAHI_02059	CDS	201				hypothetical protein
HNMCCAHI_02060	CDS	540				hypothetical protein
HNMCCAHI_02061	CDS	1017				hypothetical protein
HNMCCAHI_02062	CDS	132				hypothetical protein
HNMCCAHI_02063	CDS	324				hypothetical protein
HNMCCAHI_02064	CDS	594	gmk	2.7.4.8	COG0194	Guanylate kinase
HNMCCAHI_02065	CDS	273	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
HNMCCAHI_02066	CDS	1299	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
HNMCCAHI_02067	CDS	531				hypothetical protein
HNMCCAHI_02068	CDS	921	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
HNMCCAHI_02069	CDS	1002	gap2_2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 2
HNMCCAHI_02070	CDS	588				hypothetical protein
HNMCCAHI_02071	CDS	369	acpS	2.7.8.7		Holo-[acyl-carrier-protein] synthase
HNMCCAHI_02072	CDS	1479	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
HNMCCAHI_02073	CDS	606				hypothetical protein
HNMCCAHI_02074	CDS	453				hypothetical protein
HNMCCAHI_02075	CDS	210				hypothetical protein
HNMCCAHI_02076	CDS	1026				hypothetical protein
HNMCCAHI_02077	CDS	408	lnrL_5	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
HNMCCAHI_02078	CDS	855				hypothetical protein
HNMCCAHI_02079	CDS	138				hypothetical protein
HNMCCAHI_02080	CDS	1191	oleD_1	2.4.1.-		Oleandomycin glycosyltransferase
HNMCCAHI_02081	CDS	2574	pikAI_4	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2
HNMCCAHI_02082	CDS	795				hypothetical protein
HNMCCAHI_02083	CDS	1512				hypothetical protein
HNMCCAHI_02084	CDS	1416	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
HNMCCAHI_02085	CDS	498				hypothetical protein
HNMCCAHI_02086	CDS	906	sigF_1		COG1191	RNA polymerase sigma factor SigF
HNMCCAHI_02087	CDS	807				hypothetical protein
HNMCCAHI_02088	CDS	876				hypothetical protein
HNMCCAHI_02089	CDS	795	ynbC		COG2267	putative protein YnbC
HNMCCAHI_02090	CDS	1116	ku			Non-homologous end joining protein Ku
HNMCCAHI_02091	CDS	906	ligD_2		COG1793	Multifunctional non-homologous end joining protein LigD
HNMCCAHI_02092	CDS	378				hypothetical protein
HNMCCAHI_02093	CDS	1398	rodA_1		COG0772	putative FtsW-like protein
HNMCCAHI_02094	CDS	1458	pbpA_1		COG0768	Penicillin-binding protein A
HNMCCAHI_02095	CDS	1107				hypothetical protein
HNMCCAHI_02096	CDS	267				hypothetical protein
HNMCCAHI_02097	CDS	300				hypothetical protein
HNMCCAHI_02098	tRNA	74				tRNA-Asn(gtt)
HNMCCAHI_02099	tRNA	74				tRNA-Asn(gtt)
HNMCCAHI_02100	tRNA	76				tRNA-Met(cat)
HNMCCAHI_02101	CDS	465				hypothetical protein
HNMCCAHI_02102	CDS	300				hypothetical protein
HNMCCAHI_02103	CDS	546	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
HNMCCAHI_02104	CDS	1179		1.17.1.9		Formate dehydrogenase
HNMCCAHI_02105	CDS	243	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HNMCCAHI_02106	CDS	1236	ybjJ_1			Inner membrane protein YbjJ
HNMCCAHI_02107	CDS	1404				hypothetical protein
HNMCCAHI_02108	CDS	417				hypothetical protein
HNMCCAHI_02109	CDS	351	cutA		COG1324	Divalent-cation tolerance protein CutA
HNMCCAHI_02110	CDS	636				hypothetical protein
HNMCCAHI_02111	CDS	792	yfcA		COG0730	putative membrane transporter protein YfcA
HNMCCAHI_02112	CDS	1119				hypothetical protein
HNMCCAHI_02113	CDS	303				hypothetical protein
HNMCCAHI_02114	CDS	723				hypothetical protein
HNMCCAHI_02115	CDS	873	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
HNMCCAHI_02116	CDS	420				hypothetical protein
HNMCCAHI_02117	CDS	192				hypothetical protein
HNMCCAHI_02118	CDS	894	SIRT4	2.3.1.286		NAD-dependent protein lipoamidase sirtuin-4, mitochondrial
HNMCCAHI_02119	CDS	579				hypothetical protein
HNMCCAHI_02120	CDS	831				hypothetical protein
HNMCCAHI_02121	CDS	213				hypothetical protein
HNMCCAHI_02122	CDS	198				hypothetical protein
HNMCCAHI_02123	CDS	297				hypothetical protein
HNMCCAHI_02124	CDS	636				hypothetical protein
HNMCCAHI_02125	CDS	516	ppiA	5.2.1.8		Peptidyl-prolyl cis-trans isomerase A
HNMCCAHI_02126	CDS	1485	yhdG_2		COG0531	putative amino acid permease YhdG
HNMCCAHI_02127	CDS	1590	bmr3_1			Multidrug resistance protein 3
HNMCCAHI_02128	CDS	624				hypothetical protein
HNMCCAHI_02129	CDS	1455	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
HNMCCAHI_02130	CDS	678				hypothetical protein
HNMCCAHI_02131	CDS	1131				hypothetical protein
HNMCCAHI_02132	CDS	414				hypothetical protein
HNMCCAHI_02133	CDS	1365				hypothetical protein
HNMCCAHI_02134	CDS	882				hypothetical protein
HNMCCAHI_02135	CDS	1050				hypothetical protein
HNMCCAHI_02136	CDS	237				hypothetical protein
HNMCCAHI_02137	CDS	609	mftR			Putative mycofactocin biosynthesis transcriptional regulator MftR
HNMCCAHI_02138	CDS	921				hypothetical protein
HNMCCAHI_02139	CDS	828	ramA_1		COG2771	HTH-type transcriptional activator RamA
HNMCCAHI_02140	CDS	1677	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
HNMCCAHI_02141	CDS	1629	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
HNMCCAHI_02142	CDS	672				hypothetical protein
HNMCCAHI_02143	CDS	267				hypothetical protein
HNMCCAHI_02144	CDS	234				hypothetical protein
HNMCCAHI_02145	CDS	264				hypothetical protein
HNMCCAHI_02146	CDS	1008				hypothetical protein
HNMCCAHI_02147	CDS	777				hypothetical protein
HNMCCAHI_02148	CDS	1494	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
HNMCCAHI_02149	CDS	735	gph_1	3.1.3.18		Phosphoglycolate phosphatase
HNMCCAHI_02150	tRNA	73				tRNA-Gln(ctg)
HNMCCAHI_02151	tRNA	74				tRNA-Glu(ctc)
HNMCCAHI_02152	tRNA	74				tRNA-Glu(ctc)
HNMCCAHI_02153	tRNA	73				tRNA-Gln(ctg)
HNMCCAHI_02154	tRNA	74				tRNA-Glu(ctc)
HNMCCAHI_02155	CDS	687				hypothetical protein
HNMCCAHI_02156	CDS	486				hypothetical protein
HNMCCAHI_02157	CDS	717	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
HNMCCAHI_02158	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
HNMCCAHI_02159	CDS	594	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
HNMCCAHI_02160	CDS	1455				hypothetical protein
HNMCCAHI_02161	CDS	222				hypothetical protein
HNMCCAHI_02162	CDS	324				hypothetical protein
HNMCCAHI_02163	CDS	408	vraR_1			Response regulator protein VraR
HNMCCAHI_02164	CDS	198	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
HNMCCAHI_02165	CDS	366	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
HNMCCAHI_02166	CDS	489				hypothetical protein
HNMCCAHI_02167	CDS	441				Zinc-type alcohol dehydrogenase-like protein
HNMCCAHI_02168	CDS	1071	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
HNMCCAHI_02169	CDS	792		1.-.-.-		putative oxidoreductase
HNMCCAHI_02170	CDS	882				hypothetical protein
HNMCCAHI_02171	CDS	786				hypothetical protein
HNMCCAHI_02172	CDS	846				hypothetical protein
HNMCCAHI_02173	CDS	678	aroC	4.2.3.5	COG0082	Chorismate synthase
HNMCCAHI_02174	CDS	282				hypothetical protein
HNMCCAHI_02175	CDS	975				hypothetical protein
HNMCCAHI_02176	CDS	456	mprA_2			Response regulator MprA
HNMCCAHI_02177	CDS	1203				hypothetical protein
HNMCCAHI_02178	CDS	195				hypothetical protein
HNMCCAHI_02179	CDS	1116	prfB		COG1186	Peptide chain release factor 2
HNMCCAHI_02180	CDS	678				hypothetical protein
HNMCCAHI_02181	CDS	432	lutC		COG1556	Lactate utilization protein C
HNMCCAHI_02182	CDS	510				hypothetical protein
HNMCCAHI_02183	CDS	771				hypothetical protein
HNMCCAHI_02184	CDS	2382	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
HNMCCAHI_02185	CDS	297				hypothetical protein
HNMCCAHI_02186	CDS	315				hypothetical protein
HNMCCAHI_02187	CDS	363				hypothetical protein
HNMCCAHI_02188	CDS	537				hypothetical protein
HNMCCAHI_02189	CDS	1017	tal_1	1.1.1.344		dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(P)(+))
HNMCCAHI_02190	CDS	750				hypothetical protein
HNMCCAHI_02191	CDS	1179	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
HNMCCAHI_02192	CDS	357	caeA_1	3.1.1.-		Carboxylesterase A
HNMCCAHI_02193	CDS	1398	tig	5.2.1.8	COG0544	Trigger factor
HNMCCAHI_02194	tRNA	77				tRNA-Pro(tgg)
HNMCCAHI_02195	tRNA	74				tRNA-Gly(tcc)
HNMCCAHI_02196	CDS	1083				hypothetical protein
HNMCCAHI_02197	CDS	378	soxR_1		COG0789	Redox-sensitive transcriptional activator SoxR
HNMCCAHI_02198	CDS	939				hypothetical protein
HNMCCAHI_02199	CDS	1221		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
HNMCCAHI_02200	CDS	1452	bca_2	1.11.1.-		Bromoperoxidase-catalase
HNMCCAHI_02201	CDS	417	perR		COG0735	Peroxide-responsive repressor PerR
HNMCCAHI_02202	CDS	294				hypothetical protein
HNMCCAHI_02203	CDS	813				hypothetical protein
HNMCCAHI_02204	CDS	1101	parB		COG1475	putative chromosome-partitioning protein ParB
HNMCCAHI_02205	CDS	675	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HNMCCAHI_02206	CDS	708	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
HNMCCAHI_02207	CDS	507				hypothetical protein
HNMCCAHI_02208	CDS	1299	yidC_1			Membrane protein insertase YidC
HNMCCAHI_02209	CDS	396	yidD			Putative membrane protein insertion efficiency factor
HNMCCAHI_02210	CDS	2091	dnaA			Chromosomal replication initiator protein DnaA
HNMCCAHI_02211	CDS	1131	griR			Beta sliding clamp GriR
HNMCCAHI_02212	CDS	879		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
HNMCCAHI_02213	CDS	1134	recF_1		COG1195	DNA replication and repair protein RecF
HNMCCAHI_02214	CDS	522				hypothetical protein
HNMCCAHI_02215	CDS	2136	gyrBR	5.6.2.2		DNA gyrase subunit B, novobiocin-resistant
HNMCCAHI_02216	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
HNMCCAHI_02217	CDS	711				hypothetical protein
HNMCCAHI_02218	CDS	204				hypothetical protein
HNMCCAHI_02219	CDS	216				hypothetical protein
HNMCCAHI_02220	CDS	474				hypothetical protein
HNMCCAHI_02221	CDS	1845				hypothetical protein
HNMCCAHI_02222	CDS	414				hypothetical protein
HNMCCAHI_02223	CDS	1167	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
HNMCCAHI_02224	CDS	861				hypothetical protein
HNMCCAHI_02225	CDS	534				hypothetical protein
HNMCCAHI_02226	CDS	1044	adhC2	1.1.1.2	COG1064	NADP-dependent alcohol dehydrogenase C 2
HNMCCAHI_02227	CDS	690	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
HNMCCAHI_02228	CDS	1482				hypothetical protein
HNMCCAHI_02229	CDS	1257	ldtB_3	2.3.2.-	COG1376	L,D-transpeptidase 2
HNMCCAHI_02230	CDS	315				hypothetical protein
HNMCCAHI_02231	CDS	1107				hypothetical protein
HNMCCAHI_02232	CDS	1527	flp			Protein flp
HNMCCAHI_02233	CDS	846	yceI_1			Protein YceI
HNMCCAHI_02234	CDS	462				hypothetical protein
HNMCCAHI_02235	CDS	819				hypothetical protein
HNMCCAHI_02236	CDS	1572	qacA_1		COG0477	Antiseptic resistance protein
HNMCCAHI_02237	CDS	873				hypothetical protein
HNMCCAHI_02238	CDS	636				hypothetical protein
HNMCCAHI_02239	CDS	840				hypothetical protein
HNMCCAHI_02240	CDS	381				hypothetical protein
HNMCCAHI_02241	CDS	156				hypothetical protein
HNMCCAHI_02242	CDS	408				hypothetical protein
HNMCCAHI_02243	CDS	168				hypothetical protein
HNMCCAHI_02244	CDS	192				hypothetical protein
HNMCCAHI_02245	CDS	591				hypothetical protein
HNMCCAHI_02246	CDS	210				hypothetical protein
HNMCCAHI_02247	CDS	228				hypothetical protein
HNMCCAHI_02248	CDS	648				hypothetical protein
HNMCCAHI_02249	CDS	807				hypothetical protein
HNMCCAHI_02250	CDS	1164				hypothetical protein
HNMCCAHI_02251	CDS	696				hypothetical protein
HNMCCAHI_02252	CDS	435				hypothetical protein
HNMCCAHI_02253	CDS	399				hypothetical protein
HNMCCAHI_02254	CDS	684	tam_4	2.1.1.144		Trans-aconitate 2-methyltransferase
HNMCCAHI_02255	CDS	378	hsaB	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
HNMCCAHI_02256	CDS	93				hypothetical protein
HNMCCAHI_02257	CDS	447	rplI		COG0359	50S ribosomal protein L9
HNMCCAHI_02258	CDS	237	rpsR1_1		COG0238	30S ribosomal protein S18 1
HNMCCAHI_02259	CDS	591	ssb2		COG0629	Single-stranded DNA-binding protein 2
